name;description;year;manufacturer;width;height;rotate
pc1500;Pocket Computer 1500;198?;Sharp;156;7;0
pc1512;PC1512 SD;1986;Amstrad plc;640;192;0
pc1640;PC1640 SD;1987;Amstrad plc;640;200;0
pc2000;PreComputer 2000;1993;Video Technology;120;18;0
pc4;Laser PC4;1990;Laser Computer;240;36;0
pc6001;PC-6001 (Japan);1981;NEC;320;240;0
pc8001;PC-8001;1979;NEC;640;200;0
pc8201;PC-8201 (Japan);1983;NEC;240;64;0
pc8401a;PC-8401A-LS;1984;NEC;480;128;0
pc8500;PC-8500;1985;NEC;480;200;0
pc8500;PC-8500;1985;NEC;480;200;0
pc8801;PC-8801;1981;NEC;640;400;0
pc88va;PC-88VA;1987;NEC;640;200;0
pc9801f;PC-9801F;1983;NEC;640;400;0
pc9801rs;PC-9801RS;1989;NEC;640;400;0
pc9801ux;PC-9801UX;1987;NEC;640;400;0
pc9821;PC-9821 (98MATE);1994;NEC;640;400;0
pcd;PC-D;1984;Siemens;640;350;0
pce;PC Engine;1987;NEC / Hudson Soft;1088;242;0
pce220;PC-E220;1991;Sharp;144;32;0
pcfx;PC-FX;1994;NEC;1088;242;0
pcg815;PC-G815;1992;Sharp;144;32;0
pcg850v;PC-G850V;2001;Sharp;144;48;0
pcipc;Sandbox PCI PC (440HX);1998;Hack Inc.;640;480;0
pcktgal;Pocket Gal (Japan);1987;Data East Corporation;256;224;0
pclubj;Print Club (Japan Vol.1);1995;Atlus;256;224;0
pclubjv2;Print Club (Japan Vol.2);1995;Atlus;256;224;0
pclubjv4;Print Club (Japan Vol.4);1996;Atlus;256;224;0
pclubjv5;Print Club (Japan Vol.5);1996;Atlus;256;224;0
pclubys;Puzzle Club (Yun Sung, set 1);2000;Yun Sung;320;240;0
pcm;PC/M;1988;Mugler/Mathes;512;128;0
pcscolor;PC Super Color (Spain);1994;VTech;160;80;0
pcw16;PcW16;1995;Amstrad plc;656;496;0
pcw8256;PCW8256;1985;Amstrad plc;720;256;0
pcw8256;PCW8256;1985;Amstrad plc;720;256;0
pda600;PenPad PDA 600;1993;Amstrad plc;240;320;0
pdc100;PDC100 - Pocket Dream Console;2008;Conny;320;240;0
pdp1;PDP-1;1961;Digital Equipment Corporation;896;672;0
pdp11ub;PDP-11 [Unibus](M9301-YA);????;Digital Equipment Corporation;640;240;0
pdrift;Power Drift (World, Rev A);1988;Sega;320;224;0
pdriftl;Power Drift - Link Version (Japan, Rev A);1988;Sega;320;224;0
pebe0014;Player's Edge Plus (BE0014) Blackjack;1994;IGT - International Game Technology;320;200;0
pecom32;Pecom 32;1986;Ei Nis;294;294;0
peekaboo;Peek-a-Boo!;1993;Jaleco;256;224;0
pegasus;Aamber Pegasus;1981;Technosys;256;256;0
peggle;Peggle (Joystick, v1.0);1991;Strata/Incredible Technologies;400;240;90
peip0028;Player's Edge Plus (IP0028) Joker Poker - French;1987;IGT - International Game Technology;320;200;0
peip0031;Player's Edge Plus (IP0031) Standard Draw Poker - French;1987;IGT - International Game Technology;320;200;0
peip0041;Player's Edge Plus (IP0041) Double Deuces Wild Poker - French;1987;IGT - International Game Technology;320;200;0
peivc006;Player's Edge Plus (IVC006) Clear EEPROM Chip;1987;IGT - International Game Technology;320;200;0
peke0004;Player's Edge Plus (KE0004) Keno;1994;IGT - International Game Technology;320;200;0
peke1001;Player's Edge Plus (KE1001) Keno;1994;IGT - International Game Technology;320;200;0
pekoc766;Player's Edge Plus (PP0766 A5W-A6F) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pekoc801;Player's Edge Plus (PP0801 A5W-A6F) 10's or Better;1995;IGT - International Game Technology;320;200;0
pekoc802;Player's Edge Plus (PP0802 A5W-A6F) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pekoc803;Player's Edge Plus (PP0803 A5W-A6F) Joker Poker;1995;IGT - International Game Technology;320;200;0
pekoc804;Player's Edge Plus (PP0804 A5W-A6F) Bonus Poker Deluxe;1995;IGT - International Game Technology;320;200;0
pekoc806;Player's Edge Plus (PP0806 A5W-A6F) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pekoc818;Player's Edge Plus (PP0818 A5W-A6F) Joker Poker (Aces or Better);1995;IGT - International Game Technology;320;200;0
pekoc819;Player's Edge Plus (PP0819 A5W-A6F) Bonus Poker Deluxe;1995;IGT - International Game Technology;320;200;0
pekoc822;Player's Edge Plus (PP0822 A5W-A6F) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pekoc825;Player's Edge Plus (PP0825 A59-A7C) White Hot Aces;1995;IGT - International Game Technology;320;200;0
pemg0025;Montana Choice (MG0025) Multi-Game;1994;IGT - International Game Technology;320;200;0
pemg0026;Montana Choice (MG0026) Multi-Game;1994;IGT - International Game Technology;320;200;0
pemg0182;Montana Choice (MG0182) Multi-Game;1994;IGT - International Game Technology;320;200;0
pemg0183;Montana Choice (MG0183) Multi-Game;1994;IGT - International Game Technology;320;200;0
pemg0213;Player's Choice (MG0213) Multi-Game;1994;IGT - International Game Technology;320;200;0
pemg0252;Player's Choice (MG0252) Multi-Game;1994;IGT - International Game Technology;320;200;0
penbros;Penguin Brothers (Japan);2000;Subsino;320;224;0
pencil2;Pencil II;1983;Hanimex;280;216;0
penfan;Penfan Girls - Step1. Mild Mind (set 1);1999;Eolith;320;240;0
pengadvb;Penguin Adventure (bootleg of MSX version);1988;bootleg (Screen) / Konami;280;216;0
pengo;Pengo (set 1 rev c);1982;Sega;288;224;90
penky;Penky;1996;Yun Sung;256;224;0
pepk0719;Player's Edge (PK0719-PC092) Standard Draw Poker (El Cortez);1987;IGT - International Game Technology;320;200;0
pepk0810;Player's Edge (PK0810-PC041) Joker Poker;1987;IGT - International Game Technology;320;200;0
pepk0858;Player's Edge (PK0858-PC075) Deuces Wild Poker;1987;IGT - International Game Technology;320;200;0
pepk1002;Player's Edge (PK1002-PC082) Jake's Jacks Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepk1020;Player's Edge (PK1020-PC078) 4 of a Kind Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepk1024;Player's Edge (PK1024-PC095) Aces and Faces Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepk1069;Player's Edge (PK1069-PC088) Double Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepp0001;Player's Edge Plus (PP0001) Standard Draw Poker;1987;IGT - International Game Technology;320;200;0
pepp0048;Player's Edge Plus (PP0048) Joker Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0054;Player's Edge Plus (PP0054) Deuces Wild Poker (El Cortez);1987;IGT - International Game Technology;320;200;0
pepp0120;Player's Edge Plus (PP0120) Wild Sevens Poker;1987;IGT - International Game Technology;320;200;0
pepp0127;Player's Edge Plus (PP0127) Deuces Joker Wild Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0130;Player's Edge Plus (PP0130) Aces and Faces Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepp0158;Player's Edge Plus (PP0158) 4 of a Kind Bonus Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0232;Player's Edge Plus (PP0232) Patriot Poker;1987;IGT - International Game Technology;320;200;0
pepp0250;Player's Edge Plus (PP0250) Double Down Stud Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0294;Player's Edge Plus (PP0294) Aces and Faces Bonus Joker Poker;1987;IGT - International Game Technology;320;200;0
pepp0295;Player's Edge Plus (PP0295) Super Deuces Wild Poker;1987;IGT - International Game Technology;320;200;0
pepp0434;Player's Edge Plus (PP0434) Bonus Poker Deluxe (set 1);1987;IGT - International Game Technology;320;200;0
pepp0450;Player's Edge Plus (PP0450) Loose Deuce Deuces Wild! Poker;1987;IGT - International Game Technology;320;200;0
pepp0452;Player's Edge Plus (PP0452) Double Deuces Wild Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0514;Player's Edge Plus (PP0514) Double Bonus Poker (set 1);1987;IGT - International Game Technology;320;200;0
pepp0542;Player's Edge Plus (PP0542) One Eyed Jacks Wild Poker (CG2243);1987;IGT - International Game Technology;320;200;0
pepp0596;Player's Edge Plus (PP0596) Spades Sequential Royal Double Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepp0598;Player's Edge Plus (PP0598) Hearts Sequential Royal Double Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepp0733;Player's Edge Plus (PP0733) Double Aces and Faces Bonus Poker;1987;IGT - International Game Technology;320;200;0
pepp0775;Player's Edge Plus (PP0775) Royal Deuces Poker??;1987;IGT - International Game Technology;320;200;0
pepp0816;Player's Edge Plus (PP0816) Treasure Chest Poker;1987;IGT - International Game Technology;320;200;0
pepper2;Pepper II (version 8);1982;Exidy;256;256;0
peps0014;Player's Edge Plus (PS0014) Super Joker Slots;1996;IGT - International Game Technology;320;200;0
peps0021;Player's Edge Plus (PS0021) Red White & Blue Slots;1996;IGT - International Game Technology;320;200;0
peps0042;Player's Edge Plus (PS0042) Double Diamond Slots;1996;IGT - International Game Technology;320;200;0
peps0047;Player's Edge Plus (PS0047) Wild Cherry Slots;1996;IGT - International Game Technology;320;200;0
peps0090;Player's Edge Plus (PS0090) Gold, Silver & Bronze Slots;1996;IGT - International Game Technology;320;200;0
peps0239;Player's Edge Plus (PS0239) Jackpot Jewels Slots;1996;IGT - International Game Technology;320;200;0
peps0280;Player's Edge Plus (PS0280) 4th of July Slots;1996;IGT - International Game Technology;320;200;0
peps0296;Player's Edge Plus (PS0296) Haywire Slots;1996;IGT - International Game Technology;320;200;0
peps0308;Player's Edge Plus (PS0308) Double Jackpot Slots;1996;IGT - International Game Technology;320;200;0
peps0358;Player's Edge Plus (PS0358) Wild Star Red White & Blue Slots;1996;IGT - International Game Technology;320;200;0
peps0366;Player's Edge Plus (PS0366) Double Diamond Deluxe Slots;1996;IGT - International Game Technology;320;200;0
peps0425;Player's Edge Plus (PS0425) Sizzling Sevens Slots;1996;IGT - International Game Technology;320;200;0
peps0470;Player's Edge Plus (PS0470) Triple Diamond Slots;1996;IGT - International Game Technology;320;200;0
peps0615;Player's Edge Plus (PS0615) Chaos Slots;1996;IGT - International Game Technology;320;200;0
peps0628;Player's Edge Plus (PS0628) Double Black Jack Slots;1996;IGT - International Game Technology;320;200;0
peps0629;Player's Edge Plus (PS0629) Double Hot Peppers Slots;1996;IGT - International Game Technology;320;200;0
peps0708;Player's Edge Plus (PS0708) Double Cherry Bar Slots;1996;IGT - International Game Technology;320;200;0
peps0716;Player's Edge Plus (PS0716) River Gambler Slots;1996;IGT - International Game Technology;320;200;0
pepsiman;PEPSI Man;1997;Sigma;320;240;0
percuss;The Percussor;1981;Orca;256;224;270
perestro;Perestroika Girls;1994;Promat;256;224;90
perfect;Perfect Game (Russian);2000;WMS;256;224;0
perfect1;Perfect1 (MSX1);198?;Perfect;280;216;0
perfrman;Performan (Japan);1985;Toaplan / Data East Corporation;256;240;270
pes;VPU-01 Speech box;1987;Pacific Educational Systems;640;240;0
pesadelo;Pesadelo (bootleg of Knightmare on MSX);1989;bootleg (Forte II Games) / Konami;280;216;0
peset001;Player's Edge Plus (SET001) Set Chip;1987;IGT - International Game Technology;320;200;0
peset004;Player's Edge Plus (SET004) Set Chip;1987;IGT - International Game Technology;320;200;0
peset012;Player's Edge Plus (SET012) Set Chip;1987;IGT - International Game Technology;320;200;0
peset022;Player's Edge Plus (SET022) Set Chip;1987;IGT - International Game Technology;320;200;0
peset033;Player's Edge Plus (SET033) Set Chip;1987;IGT - International Game Technology;320;200;0
peset038;Player's Edge Plus (SET038) Set Chip;1987;IGT - International Game Technology;320;200;0
peset100;Player's Edge Plus (SET100) Set Chip;1987;IGT - International Game Technology;320;200;0
peset117;Player's Edge Plus (SET117) Set Chip;1987;IGT - International Game Technology;320;200;0
pet2001;PET 2001-4;1977;Commodore Business Machines;320;200;0
pet2001b;PET 2001-B8;1979;Commodore Business Machines;320;200;0
pet2001n;PET 2001-N8;1979;Commodore Business Machines;320;200;0
pet4016;PET 4016;1980;Commodore Business Machines;320;200;0
pet4032b;PET 4032B;1980;Commodore Business Machines;320;200;0
pet8032;PET 8032;1980;Commodore Business Machines;640;250;0
pex0002p;Player's Edge Plus (X000002P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0006k;Player's Edge Plus (X000006K+XK000001) Keno;1995;IGT - International Game Technology;320;200;0
pex0006p;Player's Edge Plus (X000006P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0040p;Player's Edge Plus (X000040P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0042p;Player's Edge Plus (X000042P+XP000038) 10's or Better;1995;IGT - International Game Technology;320;200;0
pex0045p;Player's Edge Plus (X000045P+XP000038) 10's or Better;1995;IGT - International Game Technology;320;200;0
pex0046p;Player's Edge Plus (X000046P+XP000038) 10's or Better;1995;IGT - International Game Technology;320;200;0
pex0053p;Player's Edge Plus (X000053P+XP000038) Joker Poker (Aces or Better);1995;IGT - International Game Technology;320;200;0
pex0054p;Player's Edge Plus (X000054P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0055p;Player's Edge Plus (X000055P+XP000019) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0057p;Player's Edge Plus (X000057P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0060p;Player's Edge Plus (X000060P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0124p;Player's Edge Plus (X000124P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0150p;Player's Edge Plus (X000150P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0158p;Player's Edge Plus (X000158P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0171p;Player's Edge Plus (X000171P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0188p;Player's Edge Plus (X000188P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0190p;Player's Edge Plus (X000190P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0197p;Player's Edge Plus (X000197P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0203p;Player's Edge Plus (X000203P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0224p;Player's Edge Plus (X000224P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0225p;Player's Edge Plus (X000225P+XP000079) Dueces Joker Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0242p;Player's Edge Plus (X000242P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0265p;Player's Edge Plus (X000265P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0291p;Player's Edge Plus (X000291P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0403p;Player's Edge Plus (X000403P+XP000013) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0417p;Player's Edge Plus (X000417P+XP000038) Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0426p;Player's Edge Plus (X000426P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0430p;Player's Edge Plus (X000430P+XP000079) Dueces Joker Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0434p;Player's Edge Plus (X000434P+XP000038) Bonus Poker Deluxe;1995;IGT - International Game Technology;320;200;0
pex0447p;Player's Edge Plus (X000447P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0449p;Player's Edge Plus (X000449P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0451p;Player's Edge Plus (X000451P+XP000038) Bonus Poker Deluxe;1995;IGT - International Game Technology;320;200;0
pex0452p;Player's Edge Plus (X000452P+XP000038) Double Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0454p;Player's Edge Plus (X000454P+XP000038) Bonus Poker Deluxe;1995;IGT - International Game Technology;320;200;0
pex0455p;Player's Edge Plus (X000455P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0458p;Player's Edge Plus (X000458P+XP000038) Joker Poker (Aces or Better);1995;IGT - International Game Technology;320;200;0
pex0459p;Player's Edge Plus (X000459P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0489p;Player's Edge Plus (X000489P+XP000038) Double Down Stud Deuces Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0508p;Player's Edge Plus (X000508P+XP000038) Loose Deuce Deuces Wild! Poker;1995;IGT - International Game Technology;320;200;0
pex0514p;Player's Edge Plus (X000514P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0515p;Player's Edge Plus (X000515P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0516p;Player's Edge Plus (X000516P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0536p;Player's Edge Plus (X000536P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0537p;Player's Edge Plus (X000537P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0550p;Player's Edge Plus (X000550P+XP000119) Joker Poker (Two Pair or Better);1995;IGT - International Game Technology;320;200;0
pex0556p;Player's Edge Plus (X000556P+XP000038) Dueces Joker Wild Poker;1995;IGT - International Game Technology;320;200;0
pex0557p;Player's Edge Plus (X000557P+XP000119) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0568p;Player's Edge Plus (X000568P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0578p;Player's Edge Plus (X000578P+XP000038) Standard Draw Poker;1995;IGT - International Game Technology;320;200;0
pex0581p;Player's Edge Plus (X000581P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0588p;Player's Edge Plus (X000588P+XP000038) Joker Poker;1995;IGT - International Game Technology;320;200;0
pex0725p;Player's Edge Plus (X000725P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0726p;Player's Edge Plus (X000726P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0727p;Player's Edge Plus (X000727P+XP000038) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0763p;Player's Edge Plus (X000763P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0764p;Player's Edge Plus (X000764P+XP000038) 4 of a Kind Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex0827s;Player's Edge Plus (X000827S+XS000002) Red, White & Blue Slots;1997;IGT - International Game Technology;320;200;0
pex0838s;Player's Edge Plus (X000838S+XS000002) Five Times Pay Slots;1997;IGT - International Game Technology;320;200;0
pex0846s;Player's Edge Plus (X000846S+XS000006) Wild Star Red White & Blue Slots;1997;IGT - International Game Technology;320;200;0
pex0998s;Player's Edge Plus (X000998S+XS000006) Triple Triple Diamond Slots;1997;IGT - International Game Technology;320;200;0
pex1087s;Player's Edge Plus (X001087S+XS000006) Double Double Diamond Slots;1997;IGT - International Game Technology;320;200;0
pex2002p;Player's Edge Plus (X002002P+XP000038) Double Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2010p;Player's Edge Plus (X002010P+XP000038) Nevada Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2016p;Player's Edge Plus (X002016P+XP000038) Full House Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2017p;Player's Edge Plus (X002017P+XP000038) Full House Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2018p;Player's Edge Plus (X002018P+XP000038) Full House Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2021p;Player's Edge Plus (X002021P+XP000038) Lucky Deal Poker;1995;IGT - International Game Technology;320;200;0
pex2024p;Player's Edge Plus (X002024P+XP000119) Double Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2025p;Player's Edge Plus (X002025P+XP000019) Deuces Wild Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2026p;Player's Edge Plus (X002026P+XP000019) Deuces Wild Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2027p;Player's Edge Plus (X002027P+XP000019) Deuces Wild Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2028p;Player's Edge Plus (X002028P+XP000019) Deuces Wild Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2029p;Player's Edge Plus (X002029P+XP000019) Deuces Wild Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2031p;Player's Edge Plus (X002031P+XP000038) Lucky Deal Poker;1995;IGT - International Game Technology;320;200;0
pex2033p;Player's Edge Plus (X002033P+XP000038) White Hot Aces Poker;1995;IGT - International Game Technology;320;200;0
pex2034p;Player's Edge Plus (X002034P+XP000038) White Hot Aces Poker;1995;IGT - International Game Technology;320;200;0
pex2035p;Player's Edge Plus (X002035P+XP000038) White Hot Aces Poker;1995;IGT - International Game Technology;320;200;0
pex2036p;Player's Edge Plus (X002036P+XP000038) White Hot Aces Poker;1995;IGT - International Game Technology;320;200;0
pex2037p;Player's Edge Plus (X002037P+XP000038) Nevada Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2038p;Player's Edge Plus (X002038P+XP000038) Nevada Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2039p;Player's Edge Plus (X002039P+XP000038) Nevada Bonus Poker;1995;IGT - International Game Technology;320;200;0
pex2040p;Player's Edge Plus (X002040P+XP000038) Nevada Bonus Poker;1995;IGT - International Game Technology;320;200;0
